,article_id,category_id,created_at_ts,words_count
236561,236561,375,1507753018000,163
236566,236566,375,1507892201000,192
236596,236596,375,1507900070000,201
236610,236610,375,1507897371000,227
236673,236673,375,1507728202000,229
236825,236825,375,1507208560000,250
236839,236839,375,1507564197000,195
236862,236862,375,1507291629000,203
236915,236915,375,1507149155000,177
236918,236918,375,1507060897000,249
236983,236983,375,1507912932000,157
237013,237013,375,1508151393000,163
237083,237083,375,1507737717000,127
237209,237209,375,1507317347000,170
237224,237224,375,1506977513000,123
237257,237257,375,1507121615000,228
237262,237262,375,1508153596000,219
237264,237264,375,1507578931000,247
237293,237293,375,1507577929000,191
237385,237385,375,1508158454000,241
237504,237504,375,1507551769000,188
237580,237580,375,1507875310000,176
237585,237585,375,1507745813000,132
237598,237598,375,1507669411000,289
237611,237611,375,1507833884000,142
237612,237612,375,1507538943000,177
237665,237665,375,1507136536000,276
237730,237730,375,1507121945000,133
237751,237751,375,1507575986000,343
237752,237752,375,1507199594000,166
237785,237785,375,1507940554000,246
237822,237822,375,1508048350000,220
237835,237835,375,1507278185000,218
241944,241944,384,1507898095000,241
242596,242596,384,1507637520000,188
243328,243328,384,1507580927000,189
243984,243984,385,1443525901000,220
244989,244989,385,1507882556000,192
245161,245161,385,1507927860000,211
245181,245181,385,1507821850000,150
245723,245723,385,1493915805000,235
250043,250043,388,1507878059000,178
251515,251515,388,1507978446000,159
255226,255226,389,1507121818000,163
255957,255957,389,1507130073000,184
256026,256026,389,1508154047000,207
257291,257291,391,1507104059000,205
257940,257940,392,1508167183000,170
260254,260254,395,1507573928000,215
261685,261685,396,1507143888000,169
264869,264869,398,1507715732000,177
270228,270228,399,1507897124000,281
270229,270229,399,1507566160000,197
270328,270328,399,1507907734000,222
270338,270338,399,1507994077000,171
270355,270355,399,1508010176000,223
270368,270368,399,1507673614000,215
270444,270444,399,1507294024000,210
270661,270661,399,1507655200000,150
270674,270674,399,1507887196000,138
270976,270976,399,1507552558000,196
271261,271261,399,1507573604000,205
271262,271262,399,1507889357000,182
271493,271493,399,1507576276000,149
271499,271499,399,1507311309000,195
271528,271528,399,1507640824000,183
271551,271551,399,1507043261000,224
271770,271770,399,1507637940000,168
271914,271914,399,1507831832000,195
271973,271973,399,1507224592000,206
272143,272143,399,1506961870000,184
272218,272218,399,1507372484000,238
272638,272638,399,1507147046000,142
272660,272660,399,1506883524000,246
272794,272794,399,1507725123000,282
272987,272987,399,1507641719000,201
273394,273394,399,1506957028000,197
273529,273529,399,1507734359000,164
274204,274204,399,1507382945000,224
274816,274816,403,1486142052000,237
274881,274881,403,1507743091000,279
276723,276723,409,1508165908000,158
276880,276880,409,1507974288000,191
276970,276970,409,1507187255000,197
277107,277107,409,1508153753000,144
277297,277297,409,1508143870000,202
277355,277355,409,1507556524000,215
277486,277486,409,1507578065000,158
277491,277491,409,1507618510000,197
277712,277712,410,1508126431000,272
282785,282785,412,1506954351000,255
282933,282933,412,1507745057000,164
282964,282964,412,1507217384000,209
283009,283009,412,1508153734000,126
283022,283022,412,1507121806000,164
283037,283037,412,1494248172000,198
283272,283272,412,1507654615000,153
283296,283296,412,1507742059000,193
283366,283366,412,1507577223000,197
283391,283391,412,1507305931000,226
283392,283392,412,1507274706000,226
283402,283402,412,1507877284000,151
283437,283437,412,1507835901000,113
283627,283627,412,1507716684000,145
283764,283764,412,1507886961000,224
283776,283776,412,1507219389000,243
283837,283837,412,1508153961000,193
283900,283900,412,1507725268000,229
284024,284024,412,1507552415000,203
284026,284026,412,1507228483000,232
284066,284066,412,1507918086000,204
284096,284096,412,1507708299000,182
284154,284154,412,1508009255000,149
284178,284178,412,1507737126000,166
284339,284339,412,1507735321000,146
284406,284406,412,1507320252000,185
284410,284410,412,1507138133000,214
284442,284442,412,1507061236000,206
284452,284452,412,1507057609000,262
284470,284470,412,1508171205000,256
284471,284471,412,1507576510000,241
284547,284547,412,1507034914000,182
284583,284583,412,1507883154000,200
284591,284591,412,1507010463000,207
284593,284593,412,1507577220000,256
284607,284607,412,1508659290000,242
284705,284705,412,1507638362000,194
284760,284760,412,1508009763000,145
284773,284773,412,1507898225000,205
284912,284912,412,1507305788000,183
284944,284944,412,1507638031000,135
284985,284985,412,1507356061000,184
285012,285012,412,1507569747000,242
285045,285045,412,1507881479000,252
285095,285095,412,1507060195000,219
285097,285097,412,1507659592000,122
285101,285101,412,1507114188000,167
285130,285130,412,1507791181000,176
285208,285208,412,1508152461000,193
285212,285212,412,1507636480000,241
285222,285222,412,1505999030000,301
285300,285300,412,1508149094000,236
285333,285333,412,1507559277000,158
285342,285342,412,1507047325000,202
285343,285343,412,1506979173000,226
285361,285361,412,1507205913000,116
285377,285377,412,1507910132000,205
285401,285401,412,1507633498000,210
285414,285414,412,1507730708000,182
285435,285435,412,1507057402000,237
285524,285524,412,1507124405000,178
285570,285570,412,1507713645000,249
285663,285663,412,1507549987000,213
285664,285664,412,1507551161000,198
285675,285675,412,1507911602000,275
285719,285719,412,1507124254000,158
285722,285722,412,1507578430000,142
285729,285729,412,1507701662000,281
285802,285802,412,1507120857000,274
285808,285808,412,1506976523000,155
285813,285813,412,1507932785000,91
285849,285849,412,1508136365000,171
285854,285854,412,1507141957000,213
285877,285877,412,1508159133000,202
285945,285945,412,1507370803000,189
285995,285995,412,1507573904000,206
285997,285997,412,1508154336000,176
286007,286007,412,1507536544000,202
286030,286030,412,1507295314000,225
286035,286035,412,1507145708000,134
286047,286047,412,1507142590000,166
286060,286060,412,1508135517000,148
286086,286086,412,1506969819000,256
286161,286161,412,1507021726000,239
286209,286209,412,1507304806000,171
286310,286310,412,1507209323000,210
286321,286321,412,1507146317000,174
286336,286336,412,1506973621000,117
286356,286356,412,1507569911000,192
288320,288320,418,1507553438000,210
288321,288321,418,1507615286000,256
288325,288325,418,1507576726000,163
288434,288434,418,1508001457000,166
288435,288435,418,1507708270000,241
288452,288452,418,1507744584000,202
288475,288475,418,1507101358000,149
288482,288482,418,1507649589000,159
288528,288528,418,1507980619000,254
288558,288558,418,1507706158000,218
288827,288827,418,1508158932000,156
288942,288942,418,1508149292000,157
289003,289003,418,1508134230000,235
289079,289079,418,1507724594000,203
289090,289090,418,1507658289000,255
289186,289186,418,1507566079000,221
289386,289386,421,1506942057000,178
292552,292552,421,1507553767000,193
292621,292621,421,1507294265000,272
292647,292647,421,1507639858000,191
293006,293006,421,1507227623000,283
293008,293008,421,1507061452000,148
293010,293010,421,1505574838000,199
293050,293050,421,1507307058000,205
293062,293062,421,1507286162000,180
293114,293114,421,1507315145000,213
293218,293218,421,1507618395000,251
293301,293301,421,1507108105000,180
293336,293336,421,1507284490000,238
293381,293381,421,1508175026000,160
293513,293513,421,1507912398000,196
293524,293524,421,1507662361000,214
297826,297826,428,1507996047000,193
297906,297906,428,1506958329000,218
297949,297949,428,1506951575000,172
298310,298310,428,1506951036000,181
299032,299032,428,1507226206000,181
299170,299170,428,1507396333000,139
299452,299452,428,1507932312000,127
299454,299454,428,1507228630000,128
299652,299652,428,1507209708000,159
299841,299841,428,1507472956000,227
300048,300048,428,1507310795000,204
300082,300082,428,1507617911000,285
300234,300234,428,1507849096000,157
300277,300277,428,1507895123000,216
300470,300470,428,1506943705000,203
300473,300473,428,1506960915000,182
300585,300585,428,1507645779000,179
300831,300831,428,1507549670000,175
300921,300921,428,1507047246000,133
301030,301030,428,1507392649000,127
303565,303565,429,1507475548000,228
303808,303808,429,1507577497000,196
304310,304310,429,1507918126000,156
307779,307779,430,1507722072000,250
308479,308479,430,1507898912000,179
308907,308907,430,1507208648000,201
308930,308930,430,1507319803000,193
313180,313180,431,1507205285000,194
313243,313243,431,1507100459000,149
313791,313791,431,1507552172000,208
313807,313807,431,1507292969000,174
313962,313962,431,1508157584000,225
313995,313995,431,1507365674000,273
313996,313996,431,1507317197000,265
314034,314034,431,1507056595000,232
314402,314402,431,1507053160000,183
314770,314770,431,1506974038000,206
314848,314848,431,1507884218000,150
317736,317736,433,1506928007000,144
317880,317880,433,1507015528000,152
321186,321186,433,1507539421000,165
324823,324823,434,1506972472000,202
325756,325756,435,1422014867000,175
326748,326748,435,1507302298000,270
327400,327400,435,1507191404000,150
327516,327516,435,1507032500000,493
327994,327994,435,1507651789000,281
330894,330894,436,1507791660000,218
331116,331116,436,1508077619000,144
331738,331738,436,1507220770000,183
331780,331780,436,1508009772000,186
332308,332308,436,1507791660000,215
332385,332385,436,1507366860000,226
335468,335468,437,1467352824000,228
336220,336220,437,1507651316000,158
336221,336221,437,1507613161000,158
336223,336223,437,1507555700000,122
336245,336245,437,1507785531000,150
336254,336254,437,1508127738000,170
336286,336286,437,1507908026000,194
336380,336380,437,1507444798000,197
336381,336381,437,1507548449000,181
336499,336499,437,1507580562000,199
336607,336607,437,1506960086000,173
336787,336787,437,1507641957000,170
337082,337082,437,1506954569000,163
337088,337088,437,1507309889000,171
337192,337192,437,1507699263000,158
337438,337438,437,1507882429000,178
337441,337441,437,1507845609000,206
337442,337442,437,1507554624000,168
337651,337651,437,1507526333000,166
337721,337721,437,1507822292000,177
337854,337854,437,1507032578000,171
337878,337878,437,1507526502000,144
338336,338336,437,1507971870000,179
338339,338339,437,1507386447000,206
338340,338340,437,1507282684000,198
338350,338350,437,1507008172000,177
341225,341225,438,1507482864000,201
341794,341794,438,1507792704000,267
348089,348089,442,1507787558000,185
348090,348090,442,1507816863000,270
348093,348093,442,1507803365000,192
348100,348100,442,1507832143000,221
348104,348104,442,1507842789000,172
348109,348109,442,1507790299000,14
348110,348110,442,1506495665000,200
348112,348112,442,1507789689000,168
348114,348114,442,1507797066000,161
348127,348127,442,1507793300000,200
348130,348130,442,1507577341000,157
348131,348131,442,1507730477000,267
348138,348138,442,1507734490000,192
348140,348140,442,1507799130000,160
351633,351633,442,1506968702000,189
351875,351875,442,1508079142000,182
351876,351876,442,1508057250000,173
351884,351884,442,1507046273000,143
352153,352153,442,1506960894000,147
352265,352265,442,1507820428000,199
352837,352837,442,1500302569000,160
352901,352901,442,1507712245000,163
352902,352902,442,1507654323000,279
352979,352979,442,1508153781000,169
353667,353667,442,1506964534000,148
353672,353672,442,1507666227000,193
353673,353673,442,1507736225000,235
354086,354086,442,1507719810000,227
354389,354389,443,1507563470000,284
355155,355155,448,1507874457000,191
355157,355157,448,1507810662000,192
355160,355160,448,1507567379000,219
355161,355161,448,1507811686000,34
355162,355162,448,1508001489000,218
355163,355163,448,1507827650000,31
355165,355165,448,1507975257000,233
355166,355166,448,1507826793000,134
355170,355170,448,1507960857000,202
355173,355173,448,1507912011000,205
355174,355174,448,1507914902000,194
355175,355175,448,1507615258000,228
355177,355177,448,1507899218000,216
355178,355178,448,1507788057000,177
357554,357554,450,1508138307000,162
357618,357618,450,1507577485000,226
357657,357657,450,1507725937000,136
357679,357679,450,1508153854000,253
357706,357706,450,1507125504000,161
357730,357730,450,1507568699000,197
357805,357805,450,1507660883000,169
357895,357895,450,1507125610000,191
357940,357940,450,1507299942000,304
357994,357994,450,1507660086000,254
358109,358109,450,1507059312000,190
360447,360447,455,1506953581000,158
360563,360563,455,1508151762000,145
360872,360872,455,1507580256000,159
361349,361349,455,1507232275000,164
361742,361742,455,1507569137000,172
362694,362694,455,1507743746000,136
